"identifier","palms_datetime","dow","lat","lon","fixtypecode","iov","tripnumber","triptype","tripmot","activity","activityintensity","activityboutnumber","sedentaryboutnumber"
"BC0627",2013-08-27 05:59:30,2,-36.79664277,174.69547489,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 05:59:45,2,-36.79664454,174.69547382,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:00:00,2,-36.79664926,174.69547432,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:00:15,2,-36.79667333,174.69548704,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:00:30,2,-36.79668367,174.69549144,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:00:45,2,-36.79668508,174.69548037,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:01:00,2,-36.7967534,174.69539917,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:01:15,2,-36.79679621,174.69535628,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:01:30,2,-36.79681249,174.69534354,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:01:45,2,-36.79672345,174.69542124,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:02:00,2,-36.79671784,174.69543252,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:02:15,2,-36.79671438,174.6954308,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:02:30,2,-36.79671436,174.69542979,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:02:45,2,-36.7967135,174.69542798,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:03:00,2,-36.79671383,174.69542476,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:03:15,2,-36.7967139,174.69542351,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:03:30,2,-36.796712,174.69542373,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:03:45,2,-36.79671085,174.69542344,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:04:00,2,-36.79670933,174.6954227,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:04:15,2,-36.79670833,174.6954225,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:04:30,2,-36.79670726,174.69542328,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:04:45,2,-36.7967059,174.69542299,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:05:00,2,-36.79670529,174.69542217,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:05:15,2,-36.79670424,174.69542359,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:05:30,2,-36.79670461,174.6954238,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:05:45,2,-36.79670673,174.69542129,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:06:00,2,-36.79671008,174.69541762,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:06:15,2,-36.79671309,174.69541476,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:06:30,2,-36.7967155,174.69541319,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:06:45,2,-36.79671705,174.69541232,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:07:00,2,-36.79671832,174.69541064,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:07:15,2,-36.7967406,174.69538769,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:07:30,2,-36.79675924,174.69535078,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:07:45,2,-36.7967681,174.69534108,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:08:00,2,-36.79676882,174.69534396,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:08:15,2,-36.79676487,174.69534474,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:08:30,2,-36.79675864,174.6953534,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:08:45,2,-36.79674532,174.69538238,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:09:00,2,-36.79674193,174.69538978,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:09:15,2,-36.79673259,174.69540175,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:09:30,2,-36.79672176,174.6954185,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:09:45,2,-36.79672161,174.695435,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:10:00,2,-36.79672176,174.69543365,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:10:15,2,-36.79672684,174.69540169,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:10:30,2,-36.7967534,174.69530106,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:10:45,2,-36.79675263,174.69529582,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:11:00,2,-36.79676787,174.69532566,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:11:15,2,-36.79676597,174.69535677,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:11:30,2,-36.79675787,174.69537793,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:11:45,2,-36.79676289,174.69536571,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:12:00,2,-36.79675473,174.69534986,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:12:15,2,-36.79674724,174.69534256,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:12:30,2,-36.79674342,174.69534389,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:12:45,2,-36.79674488,174.69534448,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:13:00,2,-36.7967456,174.6953452,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:13:15,2,-36.79674596,174.69534558,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:13:30,2,-36.79674543,174.69534568,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:13:45,2,-36.79674471,174.69534649,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:14:00,2,-36.79674349,174.69534684,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:14:15,2,-36.79674346,174.69534661,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:14:30,2,-36.79674344,174.69534625,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:14:45,2,-36.79674344,174.69534682,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:15:00,2,-36.79674321,174.69534758,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:15:15,2,-36.79674307,174.69534852,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:15:30,2,-36.79674278,174.69534913,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:15:45,2,-36.79674208,174.69534968,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:16:00,2,-36.79674096,174.69535008,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:16:15,2,-36.79674048,174.69535117,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:16:30,2,-36.79673385,174.6953471,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:16:45,2,-36.79672477,174.69535726,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:17:00,2,-36.79673735,174.69537555,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:17:15,2,-36.79674603,174.69538981,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:17:30,2,-36.79673267,174.69540047,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:17:45,2,-36.79669044,174.69541535,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:18:00,2,-36.79667672,174.69541376,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:18:15,2,-36.79667498,174.69540963,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:18:30,2,-36.79667663,174.69540957,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:18:45,2,-36.79667785,174.69541115,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:19:00,2,-36.79668002,174.69543197,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:19:15,2,-36.79669033,174.6954593,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:19:30,2,-36.79669738,174.69546304,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:19:45,2,-36.79669762,174.6954644,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:20:00,2,-36.79669798,174.69546496,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:20:15,2,-36.79669858,174.69546445,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:20:30,2,-36.79669889,174.69546413,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:20:45,2,-36.796699,174.69546364,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:21:00,2,-36.7966983,174.69546414,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:21:15,2,-36.79669775,174.69546438,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:21:30,2,-36.79669664,174.69546378,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:21:45,2,-36.79669615,174.69546259,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:22:00,2,-36.79669659,174.69546215,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:22:15,2,-36.7966965,174.69546084,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:22:30,2,-36.7966973,174.69546137,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:22:45,2,-36.79669765,174.69546227,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:23:00,2,-36.79669846,174.69546282,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:23:15,2,-36.79669958,174.69546355,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:23:30,2,-36.7967002,174.69546311,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:23:45,2,-36.7967008,174.69546309,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:24:00,2,-36.79670149,174.6954629,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:24:15,2,-36.79670156,174.69546273,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:24:30,2,-36.7967025,174.69546301,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:24:45,2,-36.796703,174.69546408,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:25:00,2,-36.79670283,174.69546507,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:25:15,2,-36.79670274,174.6954658,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:25:30,2,-36.7967024,174.69546598,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:25:45,2,-36.79670296,174.69546474,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:26:00,2,-36.79670878,174.69546262,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:26:15,2,-36.79672502,174.69546569,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:26:30,2,-36.79673902,174.69547553,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:26:45,2,-36.79674871,174.69549532,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:27:00,2,-36.79674407,174.69549925,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:27:15,2,-36.79673833,174.69550097,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:27:30,2,-36.7967369,174.69550603,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:27:45,2,-36.79673689,174.69551076,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:28:00,2,-36.79673985,174.69550749,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:28:15,2,-36.79673726,174.69551822,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:28:30,2,-36.79673228,174.69552845,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:28:45,2,-36.79673112,174.6955316,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:29:00,2,-36.79673056,174.69553594,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:29:15,2,-36.79672615,174.6955348,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:29:30,2,-36.79675162,174.69553789,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:29:45,2,-36.79679393,174.69546125,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:30:00,2,-36.79681482,174.69541881,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:30:15,2,-36.79681976,174.69541244,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:30:30,2,-36.7968019,174.69541869,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:30:45,2,-36.79678654,174.69542882,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:31:00,2,-36.79675619,174.69547134,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:31:15,2,-36.7967182,174.69551714,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:31:30,2,-36.79672562,174.6955168,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:31:45,2,-36.79672658,174.69551548,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:32:00,2,-36.79672701,174.69551309,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:32:15,2,-36.79672741,174.69551194,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:32:30,2,-36.79672651,174.69551161,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:32:45,2,-36.79672525,174.69551274,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:33:00,2,-36.79672453,174.69551381,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:33:15,2,-36.79672471,174.69551388,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:33:30,2,-36.79672516,174.69551296,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:33:45,2,-36.79672583,174.69551156,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:34:00,2,-36.7967263,174.69551082,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:34:15,2,-36.79672527,174.69551,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:34:30,2,-36.7967245,174.69550928,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:34:45,2,-36.7967236,174.69550873,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:35:00,2,-36.79672449,174.69550853,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:35:15,2,-36.79672578,174.69550863,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:35:30,2,-36.79672704,174.69550928,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:35:45,2,-36.79672731,174.69551125,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:36:00,2,-36.79672723,174.69551362,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:36:15,2,-36.79672731,174.69551345,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:36:30,2,-36.79672752,174.6955127,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:36:45,2,-36.796728,174.69551178,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:37:00,2,-36.79672825,174.69551123,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:37:15,2,-36.79672888,174.69551149,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:37:30,2,-36.79673027,174.69550982,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:37:45,2,-36.79673091,174.69550826,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:38:00,2,-36.79673145,174.6955081,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:38:15,2,-36.79673182,174.69550855,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:38:30,2,-36.79673153,174.69550921,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:38:45,2,-36.79673127,174.69550914,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:39:00,2,-36.7967301,174.69550981,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:39:15,2,-36.79672913,174.69550926,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:39:30,2,-36.79672779,174.69550913,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:39:45,2,-36.79672728,174.69550802,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:40:00,2,-36.79672579,174.69550754,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:40:15,2,-36.79672555,174.69550671,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:40:30,2,-36.79672471,174.69550578,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:40:45,2,-36.79672418,174.69550487,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:41:00,2,-36.7967235,174.69550223,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:41:15,2,-36.79672413,174.69549717,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:41:30,2,-36.79672336,174.69549464,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:41:45,2,-36.79672148,174.69549409,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:42:00,2,-36.79672095,174.69549335,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:42:15,2,-36.79672128,174.69549005,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:42:30,2,-36.79672287,174.69548548,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:42:45,2,-36.79672414,174.69548127,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:43:00,2,-36.79672401,174.69548024,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:43:15,2,-36.79672343,174.69547938,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:43:30,2,-36.79672292,174.69547946,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:43:45,2,-36.79672354,174.6954767,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:44:00,2,-36.79672408,174.69547501,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:44:15,2,-36.79672349,174.69547271,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:44:30,2,-36.79672357,174.69547098,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:44:45,2,-36.79672307,174.69547004,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:45:00,2,-36.79672242,174.69546934,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:45:15,2,-36.79672168,174.69546924,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:45:30,2,-36.79672144,174.69546688,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:45:45,2,-36.79672156,174.69546548,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:46:00,2,-36.79672133,174.69546302,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:46:15,2,-36.79672151,174.69546058,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:46:30,2,-36.79672067,174.69545879,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:46:45,2,-36.79672024,174.69545845,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:47:00,2,-36.79672066,174.69545883,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:47:15,2,-36.79672028,174.69545974,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:47:30,2,-36.79671962,174.69546107,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:47:45,2,-36.79671762,174.69546386,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:48:00,2,-36.79671529,174.69546737,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:48:15,2,-36.79671296,174.69547024,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:48:30,2,-36.79671102,174.69547287,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:48:45,2,-36.79671007,174.69547373,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:49:00,2,-36.79671031,174.69547257,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:49:15,2,-36.79671113,174.69547152,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:49:30,2,-36.79671202,174.69546991,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:49:45,2,-36.7967123,174.69546836,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:50:00,2,-36.79671263,174.6954667,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:50:15,2,-36.79671445,174.6954639,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:50:30,2,-36.79671498,174.695462,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:50:45,2,-36.79671549,174.69545897,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:51:00,2,-36.79671696,174.69545481,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:51:15,2,-36.79671771,174.69545172,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:51:30,2,-36.79671735,174.69544875,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:51:45,2,-36.79671703,174.69544272,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:52:00,2,-36.79671363,174.69542018,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:52:15,2,-36.79673452,174.69538115,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:52:30,2,-36.79674757,174.6953717,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:52:45,2,-36.79674944,174.69537348,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:53:00,2,-36.79674947,174.69537279,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:53:15,2,-36.7967491,174.69537104,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:53:30,2,-36.79674972,174.69536843,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:53:45,2,-36.79674975,174.69536789,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:54:00,2,-36.79675119,174.69536687,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:54:15,2,-36.79675423,174.69536774,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:54:30,2,-36.79675589,174.6953696,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:54:45,2,-36.79675755,174.69537018,1,0,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:55:00,2,-36.79675822,174.69537097,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:55:15,2,-36.79675953,174.69537142,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:55:30,2,-36.79676136,174.69537214,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:55:45,2,-36.79676245,174.69537284,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:56:00,2,-36.79676525,174.69537325,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:56:15,2,-36.79677583,174.69537567,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:56:30,2,-36.79685469,174.69540333,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:56:45,2,-36.79685174,174.69541591,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:57:00,2,-36.79682089,174.69545323,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:57:15,2,-36.79683068,174.69544601,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:57:30,2,-36.79689668,174.69536379,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:57:45,2,-36.79692305,174.69535457,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:58:00,2,-36.79693114,174.69534271,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:58:15,2,-36.79693375,174.69534751,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:58:30,2,-36.79692784,174.69535794,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:58:45,2,-36.79692388,174.69536294,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:59:00,2,-36.79692366,174.69536373,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:59:15,2,-36.79692395,174.69536496,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:59:30,2,-36.79692379,174.69536705,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 06:59:45,2,-36.79692389,174.69537094,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:00:00,2,-36.79690649,174.69539285,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:00:15,2,-36.79685996,174.69545584,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:00:30,2,-36.79687189,174.69546041,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:00:45,2,-36.79690918,174.69544313,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:01:00,2,-36.79694089,174.69545832,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:01:15,2,-36.79696624,174.69544872,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:01:30,2,-36.79697842,174.69542828,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:01:45,2,-36.79690366,174.69540645,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:02:00,2,-36.7968513,174.69538836,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:02:15,2,-36.79683316,174.69537919,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:02:30,2,-36.79681894,174.69537,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:02:45,2,-36.79680187,174.6953772,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:03:00,2,-36.79682247,174.69536788,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:03:15,2,-36.7968497,174.69535347,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:03:30,2,-36.79682978,174.69540812,1,1,0,0,0,-2,-2,0,0
"BC0627",2013-08-27 07:03:45,2,-36.79679236,174.69547686,1,1,0,0,0,-2,-2,0,0
